no,link,Game,Track title,Franchise,Year,Platform,Company,number of tags,tag meter,tag tonality,arpeggiated,tag reverb,tag drums,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9,tag_10,tag_11,tag_12,tag_13,tag_14,tag_15,tag 16,tag 17,tag 18,tag 19,tag 20,tag 21,tag 22,tag 23,tag 24,tag 25,tag 26,tag 27,tag 28,tag 29,tag 30
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"""""",,,,,1,,tag tonality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
